,budget,genres,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,Number_Genres
1565,25000000,Drama,33.704181,Paramount Pictures,2009-09-05,163670000,109.0,Up in the Air,6.7,1205,2
1566,30000000,Drama,19.925026000000003,New Line Cinema,2002-12-13,105834556,125.0,About Schmidt,6.7,362,2
1567,35000000,Horror,43.742241,Summit Entertainment,2013-01-31,116980662,97.0,Warm Bodies,6.4,2652,3
1568,30000000,Action,46.377628,Endgame Entertainment,2012-09-26,47042000,118.0,Looper,6.6,4697,3
1569,0,Fantasy,9.166658,Paramount Pictures,2001-02-16,0,87.0,Down to Earth,4.9,95,4
1570,30000000,Fantasy,34.36645,Universal Pictures,1995-07-18,254134910,89.0,Babe,6.0,733,4
1571,30000000,Drama,12.967137,Columbia Pictures,2012-08-07,114281051,100.0,Hope Springs,5.8,284,3
1572,30000000,Comedy,50.670253,Universal Pictures,2008-04-17,105173115,111.0,Forgetting Sarah Marshall,6.4,1172,3
1573,45000000,Action,24.694551,Paramount Pictures,2005-08-11,92374674,109.0,Four Brothers,6.7,607,2
1574,30000000,Comedy,11.409124,Relativity Media,2008-04-23,63833449,99.0,Baby Mama,5.8,205,1
1575,0,Drama,7.922716,Twentieth Century Fox Film Corporation,1998-05-29,0,114.0,Hope Floats,5.8,81,2
1576,30000000,Comedy,33.385428999999995,Dune Entertainment,2009-01-09,114663461,89.0,Bride Wars,5.9,856,1
1577,19000000,Action,8.584398,Paramount Pictures,2004-08-20,69631118,95.0,Without a Paddle,5.3,214,4
1578,37000000,Comedy,41.569541,Columbia Pictures,2004-04-13,96455697,98.0,13 Going on 30,6.3,1204,3
1579,30000000,Fantasy,43.753585,Gravier Productions,2011-05-11,151119219,94.0,Midnight in Paris,7.4,1990,3
1580,0,Animation,18.568020999999998,Open Road Films,2014-01-17,0,85.0,The Nut Job,5.5,319,4
1581,53000000,Crime,28.350528999999998,New Line Cinema,2001-04-04,83282296,124.0,Blow,7.4,1317,2
1582,80000000,Romance,10.81051,Bel Air Entertainment,1999-02-22,118880016,131.0,Message in a Bottle,5.8,196,2
1583,30000000,Science Fiction,19.578249,Paramount Pictures,1989-06-09,70200000,107.0,Star Trek V: The Final Frontier,5.6,376,4
1584,30000000,Comedy,5.736669999999999,Twentieth Century Fox Film Corporation,2002-07-03,0,99.0,Like Mike,5.7,100,4
1585,30000000,Comedy,28.624038,Paramount Pictures,1994-03-18,51132598,83.0,The Naked Gun 33⅓: The Final Insult,6.3,521,2
1586,30000000,Adventure,27.230493,Eon Productions,1985-05-24,152427960,131.0,A View to a Kill,6.0,506,3
1587,30000000,Adventure,30.380746999999996,Aardman Animations,2005-09-04,192452832,85.0,The Curse of the Were-Rabbit,6.8,643,4
1588,30000000,Drama,29.489273999999998,Wendy Finerman Productions,2007-11-15,156835339,126.0,P.S. I Love You,6.9,977,2
1589,30000000,Comedy,8.058109,Alcon Entertainment,2005-01-06,93772522,102.0,Racing Stripes,5.1,123,1
1590,30000000,Drama,33.369305,Universal Pictures,2007-08-29,129266061,123.0,Atonement,7.4,1049,2
1591,30000000,Comedy,16.52083,Summit Entertainment,2010-05-14,0,105.0,Letters to Juliet,6.6,796,3
1592,30000000,Action,11.196019999999999,Paramount Pictures,1989-09-22,45892212,125.0,Black Rain,6.2,243,3
1593,30000000,Comedy,14.585968,Wessler Entertainment,2012-04-13,54819301,92.0,The Three Stooges,4.9,140,1
1594,40000000,Romance,43.571612,Tim Burton Animation Company,2005-09-09,117195061,77.0,Corpse Bride,7.2,1894,4
1595,0,Drama,8.305085,Walt Disney Pictures,2006-01-13,42647449,118.0,Glory Road,7.2,144,1
1596,30000000,Action,55.424027,Lionsgate,2015-09-17,84025816,121.0,Sicario,7.2,2416,5
1597,30000000,Action,65.364452,Escape Artists,2015-06-15,91709827,123.0,Southpaw,7.3,2067,2
1598,30000000,Horror,45.083509,Universal Pictures,2009-03-15,90810892,99.0,Drag Me to Hell,6.2,966,2
1599,25000000,Fantasy,82.05205600000001,Lakeshore Entertainment,2015-04-16,65663276,112.0,The Age of Adaline,7.4,1990,3
1600,0,Comedy,15.011624,New Line Cinema,2003-09-19,0,111.0,Secondhand Lions,6.9,260,3
1601,30000000,Drama,25.060342000000002,Summit Entertainment,2010-08-04,159291809,107.0,Step Up 3D,6.6,582,2
1602,25000000,Adventure,11.42943,Imagine Entertainment,2002-08-08,51842679,104.0,Blue Crush,5.6,159,1
1603,30000000,Comedy,32.26789,Mandate Pictures,2006-09-09,53653224,113.0,Stranger Than Fiction,7.1,721,4
1604,30000000,Horror,33.394082,Columbia Pictures,2007-10-17,75505973,113.0,30 Days of Night,6.2,767,2
1605,30000000,Horror,73.987775,Lionsgate,2012-04-12,66486080,95.0,The Cabin in the Woods,6.5,2263,2
1606,30000000,Comedy,10.608998,Regency Enterprises,2008-01-24,84646831,84.0,Meet the Spartans,3.7,359,1
1607,30000000,Adventure,12.821328999999999,Universal Pictures,1988-07-20,38413606,126.0,Midnight Run,7.2,238,3
1608,27000000,Action,30.131497999999997,Keith Barish Productions,1987-11-13,38122105,101.0,The Running Man,6.4,703,2
1609,25000000,Horror,12.113235000000001,The Geffen Company,1986-12-19,38748395,94.0,Little Shop of Horrors,6.6,384,3
1610,30000000,Action,31.191975,Focus Features,2011-04-07,63782078,111.0,Hanna,6.5,1263,3
1611,30000000,Action,11.916389,New Line Cinema,1997-11-21,51376861,95.0,Mortal Kombat: Annihilation,3.8,221,3
1612,30000000,Comedy,20.355458,Universal Pictures,2011-06-30,36160375,98.0,Larry Crowne,5.7,359,3
1613,30000000,Drama,63.848541000000004,Screen Gems,2013-10-16,82394288,100.0,Carrie,5.8,1463,2
1614,30000000,Music,8.999675,New Line Cinema,2006-03-17,34742066,108.0,Take the Lead,6.6,162,1
1615,30000000,Action,9.278361,Columbia Pictures,2006-09-15,41480851,125.0,Gridiron Gang,6.5,206,4
1616,45000000,Action,7.185212,Metro-Goldwyn-Mayer (MGM),2001-05-31,0,94.0,What's the Worst That Could Happen?,5.1,66,2
1617,30000000,Action,55.806402,Focus Films,2009-08-19,48428063,79.0,9,6.6,1262,5
1618,30000000,Thriller,48.237797,Di Bonaventura Pictures,2013-02-07,63372757,106.0,Side Effects,6.4,1323,3
1619,0,Comedy,17.943945000000003,Paramount Pictures,2004-03-28,0,111.0,The Prince & Me,5.9,278,2
1620,30000000,Animation,19.143721,Walt Disney Pictures,2011-04-13,14460000,63.0,Winnie the Pooh,6.8,258,2
1621,19000000,Comedy,15.677470000000001,New Line Cinema,2003-06-13,39267515,85.0,Dumb and Dumberer: When Harry Met Lloyd,4.1,210,1
1622,30000000,Comedy,4.523630000000001,Twentieth Century Fox Film Corporation,1998-05-15,29202884,108.0,Bulworth,6.3,66,2
1623,0,Drama,13.064264,Universal Studios,2014-08-01,31911598,139.0,Get on Up,6.4,158,2
1624,0,Drama,2.644427,Universal Pictures,1998-09-18,0,127.0,One True Thing,6.2,27,2
1625,30000000,Action,5.301589,Paramount Pictures,1995-08-04,24048000,106.0,Virtuosity,5.4,163,4
1626,0,Fantasy,20.252143,Regency Enterprises,2006-06-20,60896147,95.0,My Super Ex-Girlfriend,4.8,442,6
1627,30000000,Thriller,29.359201000000002,Jerry Bruckheimer Films,2014-07-01,0,118.0,Deliver Us from Evil,5.9,690,3
1628,30000000,Action,20.063164999999998,Universal Pictures,2011-02-03,108609310,108.0,Sanctum,5.8,339,2
1629,35000000,Comedy,6.246199,Revolution Studios,2004-08-06,22034832,111.0,Little Black Book,5.2,112,3
1630,30000000,Comedy,27.71063,Universal Pictures,2012-04-27,53909751,124.0,The Five-Year Engagement,5.7,457,1
1631,30000000,Comedy,2.850896,Touchstone Pictures,2004-06-15,21800302,104.0,Mr. 3000,5.0,66,2
1632,30000000,Romance,34.421696000000004,Lionsgate,2010-11-18,51148651,133.0,The Next Three Days,6.9,905,4
1633,30000000,Science Fiction,15.89534,Screen Gems,2006-03-03,31070211,87.0,Ultraviolet,4.8,458,3
1634,30000000,Thriller,18.706504000000002,Rogue Pictures,2005-01-19,35294470,109.0,Assault on Precinct 13,6.0,311,1
1635,30000000,Action,9.607391,Columbia Pictures Corporation,1998-02-06,19204929,87.0,The Replacement Killers,6.0,127,4
1636,25000000,Action,2.77255,Metro-Goldwyn-Mayer (MGM),1996-07-19,17193231,98.0,Fled,5.2,47,3
1637,0,Action,17.834976,Village Roadshow Pictures,2002-07-17,0,99.0,Eight Legged Freaks,5.4,295,4
1638,30000000,Drama,20.236951,Bedford Falls Productions,2010-11-22,102820008,112.0,Love & Other Drugs,6.6,1233,3
1639,30000000,Crime,16.883429,TriStar Pictures,2007-02-14,16930884,108.0,88 Minutes,5.7,313,3
1640,35000000,Drama,12.779200999999999,Warner Bros.,2005-02-12,25224242,126.0,North Country,6.8,125,1
1641,40000000,Comedy,14.729385999999998,Cheyenne Enterprises,2004-04-07,26155781,98.0,The Whole Ten Yards,5.5,278,3
1642,26000000,Horror,23.227877,Gaumont,2009-10-06,0,104.0,Splice,5.5,671,3
1643,37000000,Comedy,11.374305999999999,Lucasfilm,1986-08-01,37962774,110.0,Howard the Duck,5.1,221,3
1644,30000000,Thriller,10.703602,New Line Cinema,2008-09-09,31148328,130.0,Pride and Glory,6.3,240,3
1645,30000000,Action,10.756266,Lakeshore Entertainment,2005-08-25,15007991,97.0,The Cave,5.1,202,4
1646,30000000,Comedy,4.352422,Epsilon Motion Pictures,2003-06-16,15368897,96.0,Alex & Emma,5.0,68,2
1647,30000000,Drama,9.301561999999999,Lakeshore Entertainment,2004-09-03,13001257,114.0,Wicker Park,6.7,157,4
1648,17000000,Horror,18.27083,Touchstone Pictures,2011-08-18,24922237,106.0,Fright Night,6.0,603,2
1649,30000000,Drama,19.106154,New Line Cinema,2005-12-25,30536013,135.0,The New World,6.4,330,3
1650,30000000,Action,5.2595849999999995,"Carousel Picture Company, The",1999-03-11,0,100.0,Wing Commander,4.0,72,2
1651,0,Drama,3.226243,DreamWorks SKG,1999-01-15,0,100.0,In Dreams,5.4,44,2
1652,100000000,Action,21.677732000000002,Ingenious Film Partners,2009-04-01,0,85.0,Dragonball Evolution,2.9,462,5
1653,30000000,Action,43.882857,Di Bonaventura Pictures,2013-01-12,0,107.0,The Last Stand,5.7,1266,3
1654,25000000,Drama,12.10235,Lions Gate Films,2004-04-30,30114487,102.0,Godsend,4.7,114,4
1655,23000000,Comedy,3.3620449999999997,Alcon Entertainment,2004-01-09,12,111.0,Chasing Liberty,6.1,152,2
1656,30000000,Comedy,10.694417,HW Two,2011-04-29,13521829,86.0,Hoodwinked Too! Hood VS. Evil,4.8,131,3
1657,30000000,Drama,6.353971,Miramax Films,2005-09-09,18618284,108.0,An Unfinished Life,6.7,161,1
1658,30000000,Adventure,37.181019,Infinity Features Entertainment,2009-10-01,64352607,123.0,The Imaginarium of Doctor Parnassus,6.3,869,3
1659,30000000,Comedy,4.952735,Serendipity Point Films,2010-10-26,8454301,134.0,Barney's Version,7.2,129,2
1660,30000000,Crime,22.975918,Double Feature Films,2013-09-24,62616646,91.0,Runner Runner,5.5,543,3
1661,30000000,Action,8.359599000000001,Industry Entertainment,2001-01-12,18195610,108.0,Antitrust,5.8,153,3
1662,18000000,War,16.102271,TriStar Pictures,1989-12-15,26828365,122.0,Glory,7.4,383,1
1663,30000000,Drama,49.336397,Warner Bros.,1984-02-16,0,229.0,Once Upon a Time in America,8.2,1069,2
1664,0,Thriller,29.647844,Original Film,2013-03-08,18074539,118.0,Dead Man Down,5.9,638,4
1665,0,Drama,12.467267,Movision,2004-09-03,0,138.0,The Merchant of Venice,6.7,144,2
1666,0,Crime,2.774811,Fox Searchlight Pictures,2003-04-03,0,108.0,The Good Thief,6.0,31,3
1667,0,Action,3.71305,Tag Entertainment,2005-08-16,3102550,80.0,Supercross,5.4,29,4
1668,30000000,Drama,8.386432000000001,BBC Films,2006-12-03,35078241,92.0,Miss Potter,6.3,141,3
1669,0,Fantasy,3.866026,,2005-12-15,0,98.0,The Promise,5.0,29,5
1670,21000000,Adventure,12.790408,Impact Pictures,2006-09-07,480314,87.0,DOA: Dead or Alive,5.0,205,3
1671,30000000,Action,35.53352,Plan B Entertainment,2007-09-02,14711793,160.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,3
1672,30000000,Adventure,4.065212,Variance Films,2011-07-03,108348,125.0,1911,5.0,41,5
1673,0,Comedy,20.362025,Fid\u00e9lit\u00e9 Productions,2009-09-30,0,91.0,Little Nicholas,5.9,306,1
1674,30000000,Thriller,48.0343,Current Entertainment,2015-01-14,0,92.0,Wild Card,5.4,656,3
1675,30000000,Action,13.268935999999998,Mpower Pictures,2011-09-23,2527904,129.0,Machine Gun Preacher,6.4,286,3
1676,0,Animation,8.010046,Constantin Film Produktion,2010-10-07,0,93.0,Animals United,5.5,90,3
1677,30000000,History,12.257653999999999,Film Afrika,2007-02-11,0,140.0,Goodbye Bafana,7.0,38,2
1678,27000000,Drama,6.036683999999999,Thelma Films,2014-06-19,0,110.0,United Passions,3.0,16,1
1679,30000000,Romance,10.958697,Gaumont,2014-05-14,0,103.0,Grace of Monaco,5.8,195,2
1680,30000000,Fantasy,2.625594,Art Pictures Studio,2015-11-12,0,85.0,Savva. Heart of the Warrior,6.4,7,3
1681,30000000,Crime,2.9810470000000002,Mr. Mudd Production,2002-09-02,0,110.0,Ripley's Game,6.6,69,2
1682,19000000,Adventure,66.242737,Columbia Pictures,2016-07-11,140752617,83.0,Sausage Party,5.6,2238,4
1683,29000000,Comedy,71.496894,Universal Pictures,2015-05-07,287506194,115.0,Pitch Perfect 2,6.8,1940,2
1684,28000000,Drama,35.580032,Tree Line Films,2005-09-13,186438883,136.0,Walk the Line,7.3,718,3
1685,30000000,Comedy,8.085872,Spyglass Entertainment,2000-04-14,37036004,127.0,Keeping the Faith,5.9,159,1
1686,29000000,Adventure,10.364582,Working Title Films,1997-12-05,0,86.0,The Borrowers,5.8,135,5
1687,0,Drama,16.87784,Imagine Entertainment,2008-10-15,0,122.0,Frost/Nixon,7.2,328,2
1688,30000000,Comedy,18.165957000000002,Miramax Films,2002-12-30,33013805,113.0,Confessions of a Dangerous Mind,6.6,275,5
1689,29000000,Comedy,8.93941,Paramount Pictures,2002-08-20,16930185,100.0,Serving Sara,5.0,85,2
1690,29000000,Comedy,20.55509,Universal Pictures,2016-04-07,78636257,91.0,The Boss,5.5,431,1
1691,0,Drama,3.735723,Universal Pictures,1987-11-05,0,157.0,Cry Freedom,6.9,51,1
1692,0,Comedy,4.310168,Touchstone Pictures,1999-09-24,0,112.0,Mumford,6.3,26,3
1693,12000000,Drama,12.653831,Rogue Pictures,2004-11-11,24829644,87.0,Seed of Chucky,4.9,287,3
1694,29000000,Drama,24.240361,Section Eight,2005-03-04,21126225,103.0,The Jacket,6.8,455,4
1695,28000000,Animation,92.98200899999999,Walt Disney Pictures,1992-11-25,504050219,90.0,Aladdin,7.4,3416,6
1696,28000000,Drama,61.762330000000006,New Line Cinema,2015-08-13,201634991,147.0,Straight Outta Compton,7.7,1355,2
1697,28000000,Adventure,66.976776,Lucasfilm,1984-05-23,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2781,2
1698,30000000,Animation,7.981116,Nickelodeon Movies,1998-11-20,100491683,79.0,The Rugrats Movie,5.7,147,2
1699,60000000,Crime,21.252797,Paramount Pictures,2001-04-06,105178561,104.0,Along Came a Spider,6.1,400,4
1700,29000000,Comedy,19.237254,BBC Films,2016-05-06,48902953,110.0,Florence Foster Jenkins,6.6,392,2
1701,29000000,Action,27.555646000000003,Columbia Pictures Corporation,2003-09-11,98185582,102.0,Once Upon a Time in Mexico,6.2,594,1
1702,28000000,Action,66.169628,Twentieth Century Fox Film Corporation,1988-07-15,140767956,131.0,Die Hard,7.5,3948,2
1703,28000000,Comedy,24.917665,Universal Pictures,2008-02-03,92380927,99.0,Role Models,6.4,564,1
1704,28000000,Comedy,57.518471999999996,Paramount Pictures,2015-12-11,133346506,130.0,The Big Short,7.3,2607,2
1705,0,Music,11.870161,Focus Features,2009-09-03,0,120.0,Taking Woodstock,6.2,127,3
1706,28000000,Drama,7.534003,Walt Disney,2004-02-06,64445708,135.0,Miracle,7.0,159,2
1707,28000000,Fantasy,44.529429,New Amsterdam Entertainment,2004-03-19,102356381,101.0,Dawn of the Dead,6.8,1016,3
1708,35000000,Comedy,14.949395,Columbia Pictures Corporation,2001-01-26,94728529,103.0,The Wedding Planner,5.5,427,1
1709,30000000,Animation,14.726338,Toei Animation Company,2013-09-07,17137302,115.0,Space Pirate Captain Harlock,6.5,356,2
1710,21000000,Comedy,24.13081,Touchstone Pictures,2001-10-05,71441250,110.0,The Royal Tenenbaums,7.4,1286,2
1711,30000000,Mystery,45.915165,Konrad Pictures,2003-04-25,90259536,90.0,Identity,7.1,1061,2
1712,28000000,Comedy,28.043508000000003,Laurence Mark Productions,2013-10-31,134402450,105.0,Last Vegas,6.4,799,1
1713,28000000,Adventure,26.090746,United Artists,1981-06-23,195312802,127.0,For Your Eyes Only,6.3,490,3
1714,28000000,Comedy,14.530803,Miramax Films,2001-10-05,77516304,90.0,Serendipity,6.6,521,2
1715,27000000,Thriller,13.308126999999999,Universal Pictures,1994-09-15,101646581,99.0,Timecop,5.5,282,4
1716,28000000,Comedy,38.0958,Paramount Pictures,2001-09-28,60780981,89.0,Zoolander,6.1,1337,1
1717,28000000,Romance,37.729059,Temple Hill Productions,2013-02-07,97594140,115.0,Safe Haven,6.9,823,1
1718,28000000,Comedy,18.650748,Walt Disney Pictures,1993-07-16,39514713,96.0,Hocus Pocus,6.4,471,3
1719,28000000,Comedy,15.794946,Village Roadshow Pictures,2007-07-25,92601050,104.0,No Reservations,6.1,327,1
1720,28000000,Action,45.054936,Lionsgate,2010-03-22,96188903,117.0,Kick-Ass,7.1,4645,2
1721,28000000,Action,25.039382999999997,Columbia Pictures,2011-08-11,40547440,83.0,30 Minutes or Less,5.6,531,3
1722,28000000,Thriller,6.7567710000000005,Neo Art & Logic,2000-12-22,33000337,99.0,Dracula 2000,4.6,148,2
1723,28000000,Family,22.14595,Walt Disney Pictures,2014-10-08,100654149,81.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,2
1724,28000000,Drama,36.58383,Universal Pictures,2005-09-16,121147947,135.0,Pride & Prejudice,7.7,1358,2
1725,28000000,Science Fiction,94.05613100000001,Shaw Brothers,1982-06-25,33139618,117.0,Blade Runner,7.9,3509,3
1726,28000000,Adventure,10.703456,United Artists,1995-04-13,31596911,139.0,Rob Roy,6.5,148,1
1727,28000000,Action,41.638961,Wonderland Sound and Vision,2014-02-14,52597999,113.0,3 Days to Kill,6.0,883,4
1728,21000000,Drama,14.518707999999998,Columbia Pictures,2007-05-25,54926886,117.0,We Own the Night,6.5,323,3
1729,0,Horror,3.312385,New Line Cinema,2000-10-13,0,97.0,Lost Souls,4.5,38,2
1730,35866397,Documentary,3.75074,Bac Films,2001-12-12,20217080,98.0,Winged Migration,7.0,49,1
1731,28000000,Comedy,22.074306,Regency Enterprises,2006-05-12,38159905,103.0,Just My Luck,5.8,491,5
1732,28000000,Drama,4.436792,Hollywood Pictures,1999-10-01,8888143,119.0,"Mystery, Alaska",6.0,69,2
1733,28000000,Action,14.639323999999998,Robert Simonds Productions,2010-01-15,45236543,94.0,The Spy Next Door,5.5,345,3
1734,28000000,Adventure,1.767479,Universal Pictures,1997-07-11,8345056,86.0,A Simple Wish,5.5,46,4
1735,28000000,Action,13.145204999999999,Screen Gems,2001-08-24,14010832,98.0,Ghosts of Mars,4.8,296,3
1736,28000000,Comedy,12.921594,Participant Media,2015-09-11,7002261,108.0,Our Brand Is Crisis,5.8,195,2
1737,28000000,Romance,28.397047999999998,Lionsgate,2016-02-04,16374328,108.0,Pride and Prejudice and Zombies,5.5,640,4
1738,28000000,Drama,7.039189,Touchstone Pictures,1997-12-25,5684789,134.0,Kundun,6.8,91,1
1739,27000000,Comedy,16.785866,UK Film Council,2008-10-02,17286299,110.0,How to Lose Friends & Alienate People,6.2,244,3
1740,28000000,Action,40.28635,Universal Pictures,2013-07-17,60700000,103.0,Kick-Ass 2,6.3,2224,3
1741,24000000,Action,6.009644000000001,Twentieth Century Fox Film Corporation,2006-09-01,23321954,145.0,Alatriste,5.6,61,1
1742,28000000,Action,25.520976,Canal+,2014-04-22,68896829,90.0,Brick Mansions,5.7,615,3
1743,27500000,Adventure,25.633663000000002,Eon Productions,1983-06-05,187500000,131.0,Octopussy,6.2,527,3
1744,30000000,Comedy,22.527210999999998,Universal Pictures,2007-06-01,219076518,129.0,Knocked Up,6.2,1214,3
1745,30000000,Drama,24.091520000000003,Mark Johnson Productions,2009-06-26,95714875,109.0,My Sister's Keeper,7.1,598,1
1746,35000000,Comedy,6.248273,Universal Pictures,2008-02-08,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,2
1747,8000000,Drama,9.548391,Columbia Pictures,1984-12-14,27187653,163.0,A Passage to India,6.9,67,3
1748,15000000,Drama,12.576381,Fox Searchlight Pictures,2006-12-25,49469904,92.0,Notes on a Scandal,6.9,235,2
1749,27500000,Drama,12.741073,Anonymous Content,2007-09-07,24748670,120.0,Rendition,6.2,205,2
1750,27000000,Science Fiction,16.188572,Paramount Pictures,1991-12-05,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,4
1751,27000000,Comedy,5.576937,All Girl Productions,2002-06-07,0,116.0,Divine Secrets of the Ya-Ya Sisterhood,5.6,65,3
1752,27000000,Drama,18.913,Paramount Pictures,1997-10-03,60527873,115.0,Kiss the Girls,6.2,345,4
1753,27000000,Music,44.714264,Universal Pictures,1980-06-17,115229890,133.0,The Blues Brothers,7.5,1065,4
1754,27000000,Adventure,11.870301,,2008-08-06,44352417,117.0,The Sisterhood of the Traveling Pants 2,6.0,238,4
1755,0,Comedy,5.753705,Alcon Entertainment,2012-01-13,0,117.0,Joyful Noise,6.7,33,2
1756,27000000,Drama,28.227984000000003,Universal Pictures,2002-04-26,129000000,101.0,About a Boy,6.6,607,3
1757,27000000,Horror,11.678561,Fox 2000 Pictures,1999-07-15,56870414,82.0,Lake Placid,5.5,247,5
1758,27000000,Drama,36.921445,The Weinstein Company,2006-02-24,56308881,110.0,Lucky Number Slevin,7.4,1323,4
1759,27000000,Drama,17.567332,Warner Bros.,1983-10-20,21500000,193.0,The Right Stuff,7.3,235,2
